ENSEMBLE,REAL,RELPERM:EG,RELPERM:EO,RELPERM:EOG,RELPERM:EW,RELPERM:KRGEND,RELPERM:KROEND,RELPERM:KRWEND,RELPERM:LG,RELPERM:LO,RELPERM:LOG,RELPERM:LW,RELPERM:SGCR,RELPERM:SORG,RELPERM:SORW,RELPERM:SWCR,RELPERM:SWL,RELPERM:TG,RELPERM:TO,RELPERM:TOG,RELPERM:TW,EG,EO,EOG,EW,KRGEND,KRWEND,LG,LO,LOG,LW,SGCR,SORG,SORW,SWCR,SWL,TG,TO,TOG,TW
14_r04_run3_0_iter-0,42,1,0.51902,1,14.8486,0.6,0.814305,0.918816,1,14.4938,1,2.27028,0.05,0.1,0.224849,0.1843,0.1843,1,7.9425,1,5.95772,1,0.51902,1,14.8486,0.6,0.918816,1,14.4938,1,2.27028,0.05,0.1,0.224849,0.1843,0.1843,1,7.9425,1,5.95772
14_r04_run3_0_iter-0,43,1,3.76367,1,7.27257,0.6,0.233153,0.101959,1,1.96244,1,11.0029,0.05,0.1,0.390982,0.1843,0.1843,1,6.09132,1,4.17311,1,3.76367,1,7.27257,0.6,0.101959,1,1.96244,1,11.0029,0.05,0.1,0.390982,0.1843,0.1843,1,6.09132,1,4.17311
14_r04_run3_0_iter-0,44,1,7.58277,1,5.67852,0.6,0.229764,0.357095,1,8.62262,1,1.17912,0.05,0.1,0.179626,0.1843,0.1843,1,13.7903,1,0.562862,1,7.58277,1,5.67852,0.6,0.357095,1,8.62262,1,1.17912,0.05,0.1,0.179626,0.1843,0.1843,1,13.7903,1,0.562862
14_r04_run3_0_iter-0,45,1,0.668103,1,7.23554,0.6,0.580559,0.884897,1,4.66373,1,13.8887,0.05,0.1,0.175633,0.1843,0.1843,1,1.56675,1,2.38363,1,0.668103,1,7.23554,0.6,0.884897,1,4.66373,1,13.8887,0.05,0.1,0.175633,0.1843,0.1843,1,1.56675,1,2.38363
14_r04_run3_0_iter-0,46,1,7.14264,1,10.7909,0.6,0.376101,0.653904,1,12.4129,1,14.948,0.05,0.1,0.331496,0.1843,0.1843,1,3.17828,1,3.50181,1,7.14264,1,10.7909,0.6,0.653904,1,12.4129,1,14.948,0.05,0.1,0.331496,0.1843,0.1843,1,3.17828,1,3.50181
14_r04_run3_0_iter-0,47,1,10.4798,1,7.12984,0.6,0.291867,0.61824,1,8.30445,1,3.46396,0.05,0.1,0.410613,0.1843,0.1843,1,3.69618,1,4.55497,1,10.4798,1,7.12984,0.6,0.61824,1,8.30445,1,3.46396,0.05,0.1,0.410613,0.1843,0.1843,1,3.69618,1,4.55497
14_r04_run3_0_iter-0,48,1,3.42864,1,5.45496,0.6,0.432975,0.602817,1,2.8257,1,5.72387,0.05,0.1,0.132199,0.1843,0.1843,1,14.8146,1,11.8916,1,3.42864,1,5.45496,0.6,0.602817,1,2.8257,1,5.72387,0.05,0.1,0.132199,0.1843,0.1843,1,14.8146,1,11.8916
14_r04_run3_0_iter-0,49,1,7.84155,1,9.75826,0.6,0.636563,0.251841,1,9.28604,1,2.93498,0.05,0.1,0.382107,0.1843,0.1843,1,2.029,1,10.6798,1,7.84155,1,9.75826,0.6,0.251841,1,9.28604,1,2.93498,0.05,0.1,0.382107,0.1843,0.1843,1,2.029,1,10.6798
14_r04_run3_0_iter-0,50,1,5.04525,1,6.90855,0.6,0.377971,0.525356,1,5.54746,1,7.05282,0.05,0.1,0.320863,0.1843,0.1843,1,1.2857,1,4.58221,1,5.04525,1,6.90855,0.6,0.525356,1,5.54746,1,7.05282,0.05,0.1,0.320863,0.1843,0.1843,1,1.2857,1,4.58221
14_r04_run3_0_iter-0,51,1,5.28611,1,5.43918,0.6,0.707836,0.213112,1,4.40395,1,9.15058,0.05,0.1,0.0151949,0.1843,0.1843,1,0.111355,1,12.2521,1,5.28611,1,5.43918,0.6,0.213112,1,4.40395,1,9.15058,0.05,0.1,0.0151949,0.1843,0.1843,1,0.111355,1,12.2521
14_r04_run3_0_iter-0,52,1,3.32905,1,14.6875,0.6,0.232055,0.566315,1,9.73746,1,5.36487,0.05,0.1,0.223688,0.1843,0.1843,1,7.85727,1,13.6473,1,3.32905,1,14.6875,0.6,0.566315,1,9.73746,1,5.36487,0.05,0.1,0.223688,0.1843,0.1843,1,7.85727,1,13.6473
14_r04_run3_0_iter-0,53,1,7.07942,1,7.94717,0.6,0.632545,0.646712,1,3.77381,1,4.8463,0.05,0.1,0.291693,0.1843,0.1843,1,8.21782,1,2.86145,1,7.07942,1,7.94717,0.6,0.646712,1,3.77381,1,4.8463,0.05,0.1,0.291693,0.1843,0.1843,1,8.21782,1,2.86145
14_r04_run3_0_iter-0,54,1,2.79867,1,7.16224,0.6,0.524236,0.471955,1,2.17991,1,7.58826,0.05,0.1,0.134238,0.1843,0.1843,1,1.48173,1,13.5132,1,2.79867,1,7.16224,0.6,0.471955,1,2.17991,1,7.58826,0.05,0.1,0.134238,0.1843,0.1843,1,1.48173,1,13.5132
14_r04_run3_0_iter-0,55,1,14.3572,1,6.41508,0.6,0.715734,0.462824,1,13.0727,1,12.8987,0.05,0.1,0.435818,0.1843,0.1843,1,1.06674,1,14.9825,1,14.3572,1,6.41508,0.6,0.462824,1,13.0727,1,12.8987,0.05,0.1,0.435818,0.1843,0.1843,1,1.06674,1,14.9825
14_r04_run3_0_iter-0,56,1,6.86862,1,12.0681,0.6,0.215408,0.325445,1,1.50151,1,5.85176,0.05,0.1,0.241444,0.1843,0.1843,1,4.47409,1,6.14878,1,6.86862,1,12.0681,0.6,0.325445,1,1.50151,1,5.85176,0.05,0.1,0.241444,0.1843,0.1843,1,4.47409,1,6.14878
14_r04_run3_0_iter-0,57,1,11.8818,1,8.85217,0.6,0.746957,0.847474,1,13.5303,1,6.33043,0.05,0.1,0.315354,0.1843,0.1843,1,2.87774,1,1.0299,1,11.8818,1,8.85217,0.6,0.847474,1,13.5303,1,6.33043,0.05,0.1,0.315354,0.1843,0.1843,1,2.87774,1,1.0299
14_r04_run3_0_iter-0,58,1,5.15766,1,0.59738,0.6,0.495987,0.622424,1,7.49307,1,2.1853,0.05,0.1,0.0851798,0.1843,0.1843,1,3.56705,1,8.46389,1,5.15766,1,0.59738,0.6,0.622424,1,7.49307,1,2.1853,0.05,0.1,0.0851798,0.1843,0.1843,1,3.56705,1,8.46389
14_r04_run3_0_iter-0,59,1,7.14412,1,14.6324,0.6,0.261919,0.673682,1,3.27276,1,12.5041,0.05,0.1,0.0654645,0.1843,0.1843,1,2.37726,1,7.99338,1,7.14412,1,14.6324,0.6,0.673682,1,3.27276,1,12.5041,0.05,0.1,0.0654645,0.1843,0.1843,1,2.37726,1,7.99338
14_r04_run3_0_iter-0,60,1,4.00663,1,6.5239,0.6,0.29033,0.674755,1,12.7579,1,14.9293,0.05,0.1,0.0343038,0.1843,0.1843,1,3.88948,1,11.4402,1,4.00663,1,6.5239,0.6,0.674755,1,12.7579,1,14.9293,0.05,0.1,0.0343038,0.1843,0.1843,1,3.88948,1,11.4402
14_r04_run3_0_iter-0,61,1,8.75313,1,7.51709,0.6,0.820186,0.66645,1,13.7569,1,8.73155,0.05,0.1,0.0322256,0.1843,0.1843,1,2.74085,1,14.759,1,8.75313,1,7.51709,0.6,0.66645,1,13.7569,1,8.73155,0.05,0.1,0.0322256,0.1843,0.1843,1,2.74085,1,14.759
14_r04_run3_0_iter-0,62,1,11.5524,1,6.15124,0.6,0.401169,0.455585,1,13.2186,1,11.6445,0.05,0.1,0.342445,0.1843,0.1843,1,12.5319,1,5.58228,1,11.5524,1,6.15124,0.6,0.455585,1,13.2186,1,11.6445,0.05,0.1,0.342445,0.1843,0.1843,1,12.5319,1,5.58228
14_r04_run3_0_iter-0,63,1,3.68979,1,0.935104,0.6,0.512668,0.367452,1,3.10793,1,9.87365,0.05,0.1,0.484843,0.1843,0.1843,1,8.27868,1,14.3463,1,3.68979,1,0.935104,0.6,0.367452,1,3.10793,1,9.87365,0.05,0.1,0.484843,0.1843,0.1843,1,8.27868,1,14.3463
14_r04_run3_0_iter-0,64,1,10.3385,1,10.5889,0.6,0.741272,0.849073,1,0.496572,1,9.44538,0.05,0.1,0.193122,0.1843,0.1843,1,12.2195,1,4.79956,1,10.3385,1,10.5889,0.6,0.849073,1,0.496572,1,9.44538,0.05,0.1,0.193122,0.1843,0.1843,1,12.2195,1,4.79956
14_r04_run3_0_iter-0,65,1,6.51191,1,5.51598,0.6,0.816716,0.924169,1,2.41041,1,8.92679,0.05,0.1,0.0432621,0.1843,0.1843,1,5.71824,1,13.7722,1,6.51191,1,5.51598,0.6,0.924169,1,2.41041,1,8.92679,0.05,0.1,0.0432621,0.1843,0.1843,1,5.71824,1,13.7722
14_r04_run3_0_iter-0,66,1,10.2998,1,12.9382,0.6,0.674498,0.700116,1,14.8934,1,3.42876,0.05,0.1,0.427611,0.1843,0.1843,1,10.5322,1,9.16016,1,10.2998,1,12.9382,0.6,0.700116,1,14.8934,1,3.42876,0.05,0.1,0.427611,0.1843,0.1843,1,10.5322,1,9.16016
14_r04_run3_0_iter-0,67,1,13.5994,1,5.10799,0.6,0.191305,0.578795,1,12.0005,1,3.46873,0.05,0.1,0.401825,0.1843,0.1843,1,10.7495,1,3.29116,1,13.5994,1,5.10799,0.6,0.578795,1,12.0005,1,3.46873,0.05,0.1,0.401825,0.1843,0.1843,1,10.7495,1,3.29116
14_r04_run3_0_iter-0,68,1,8.50462,1,2.28467,0.6,0.672963,0.541789,1,2.97376,1,12.8107,0.05,0.1,0.0988156,0.1843,0.1843,1,8.21401,1,13.6033,1,8.50462,1,2.28467,0.6,0.541789,1,2.97376,1,12.8107,0.05,0.1,0.0988156,0.1843,0.1843,1,8.21401,1,13.6033
14_r04_run3_0_iter-0,69,1,2.10461,1,12.6355,0.6,0.90151,0.565737,1,9.4931,1,2.01624,0.05,0.1,0.30286,0.1843,0.1843,1,13.7504,1,14.7584,1,2.10461,1,12.6355,0.6,0.565737,1,9.4931,1,2.01624,0.05,0.1,0.30286,0.1843,0.1843,1,13.7504,1,14.7584
14_r04_run3_0_iter-0,70,1,13.6688,1,3.85058,0.6,0.432241,0.217232,1,2.8915,1,3.1552,0.05,0.1,0.025401,0.1843,0.1843,1,3.61061,1,13.6932,1,13.6688,1,3.85058,0.6,0.217232,1,2.8915,1,3.1552,0.05,0.1,0.025401,0.1843,0.1843,1,3.61061,1,13.6932
14_r04_run3_0_iter-0,71,1,12.4489,1,2.87499,0.6,0.540543,0.216996,1,3.02184,1,9.25412,0.05,0.1,0.333236,0.1843,0.1843,1,2.93027,1,6.18335,1,12.4489,1,2.87499,0.6,0.216996,1,3.02184,1,9.25412,0.05,0.1,0.333236,0.1843,0.1843,1,2.93027,1,6.18335
14_r04_run3_0_iter-0,72,1,10.0876,1,9.20036,0.6,0.862409,0.264828,1,1.26909,1,14.4713,0.05,0.1,0.361059,0.1843,0.1843,1,5.79276,1,13.9845,1,10.0876,1,9.20036,0.6,0.264828,1,1.26909,1,14.4713,0.05,0.1,0.361059,0.1843,0.1843,1,5.79276,1,13.9845
14_r04_run3_0_iter-0,73,1,4.45165,1,6.09974,0.6,0.675778,0.957925,1,12.9454,1,13.901,0.05,0.1,0.00470041,0.1843,0.1843,1,14.1067,1,3.49369,1,4.45165,1,6.09974,0.6,0.957925,1,12.9454,1,13.901,0.05,0.1,0.00470041,0.1843,0.1843,1,14.1067,1,3.49369
14_r04_run3_0_iter-0,74,1,13.0003,1,6.66067,0.6,0.440523,0.805068,1,12.8225,1,8.9353,0.05,0.1,0.31442,0.1843,0.1843,1,7.22885,1,6.00217,1,13.0003,1,6.66067,0.6,0.805068,1,12.8225,1,8.9353,0.05,0.1,0.31442,0.1843,0.1843,1,7.22885,1,6.00217
14_r04_run3_0_iter-0,75,1,3.90842,1,14.7913,0.6,0.283607,0.770635,1,1.5099,1,7.57848,0.05,0.1,0.0988588,0.1843,0.1843,1,11.5525,1,1.48399,1,3.90842,1,14.7913,0.6,0.770635,1,1.5099,1,7.57848,0.05,0.1,0.0988588,0.1843,0.1843,1,11.5525,1,1.48399
14_r04_run3_0_iter-0,76,1,6.10399,1,10.7669,0.6,0.207515,0.63038,1,12.5328,1,3.72814,0.05,0.1,0.121369,0.1843,0.1843,1,7.1057,1,11.6608,1,6.10399,1,10.7669,0.6,0.63038,1,12.5328,1,3.72814,0.05,0.1,0.121369,0.1843,0.1843,1,7.1057,1,11.6608
14_r04_run3_0_iter-0,77,1,1.00464,1,7.23743,0.6,0.456206,0.734724,1,2.1361,1,4.23888,0.05,0.1,0.113346,0.1843,0.1843,1,14.4766,1,0.397344,1,1.00464,1,7.23743,0.6,0.734724,1,2.1361,1,4.23888,0.05,0.1,0.113346,0.1843,0.1843,1,14.4766,1,0.397344
